"","OverallQual","GrLivArea","GarageCars","Neighborhood","ExterQual","X1stFlrSF","BsmtFinSF1","LotArea","X2ndFlrSF","KitchenQual","YearBuilt","FullBath","SalePrice"
"993",10,1718,3,"NridgHt","Ex",1718,1172,12456,0,"Ex",2006,2,337500
"577",5,1320,2,"Sawyer","TA",1320,328,11777,0,"TA",1966,1,164500
"1205",4,1056,1,"SawyerW","TA",1056,1056,8900,0,"TA",1966,1,107000
"11",5,1040,1,"Sawyer","TA",1040,906,11200,0,"TA",1965,1,129500
"409",8,2078,3,"Somerst","Gd",1050,789,10800,1028,"Ex",2007,2,339750
"259",7,1792,2,"CollgCr","Gd",963,361,12435,829,"Gd",2001,2,231500
"415",7,1340,2,"Gilbert","Gd",1340,24,8899,0,"Gd",2007,2,181134
"488",5,2414,2,"OldTown","TA",1766,664,10800,648,"TA",1900,2,160000
"547",5,768,2,"Mitchel","TA",768,619,7244,0,"TA",1970,1,129500
"709",5,904,1,"Sawyer","TA",904,0,7162,0,"TA",1966,1,109900
"1078",5,990,1,"CollgCr","TA",990,495,8775,0,"TA",1994,1,126000
"859",6,2654,2,"NWAmes","TA",1512,619,11029,1142,"Gd",1968,2,250000
"19",5,1114,2,"SawyerW","TA",1114,646,13695,0,"Gd",2004,1,159000
"182",7,1802,1,"Crawfor","TA",901,352,7588,901,"TA",1920,1,200100
"1188",7,1804,2,"Gilbert","TA",1028,0,7500,776,"Gd",1999,2,189000
"1077",6,848,2,"CollgCr","Gd",848,662,4435,0,"Gd",2004,1,155900
"881",7,1717,2,"Timber","Gd",1187,902,13758,530,"Gd",1990,2,187500
"617",6,832,2,"NAmes","TA",832,0,7227,0,"Gd",1954,1,105500
"288",4,858,0,"NAmes","TA",858,614,8125,0,"TA",1971,1,88000
"286",7,1250,2,"Somerst","Gd",625,0,4251,625,"Gd",2006,2,164700
"1371",7,2097,2,"CollgCr","TA",1108,975,9750,989,"Gd",1998,2,274300
"93",5,964,2,"Crawfor","TA",964,713,13360,0,"TA",1921,1,163500
"423",8,2630,3,"NoRidge","Gd",1470,986,9200,1160,"Gd",1998,2,315000
"1370",6,1661,1,"NAmes","TA",1661,831,9600,0,"Gd",1955,1,165500
"474",8,1652,2,"StoneBr","Gd",1652,1196,5330,0,"Ex",2000,2,251000
"284",8,1468,3,"Somerst","Gd",1468,0,9612,0,"Gd",2008,2,244600
"555",5,1048,1,"BrkSide","TA",1048,0,6380,0,"TA",1922,1,113000
"1053",8,1989,2,"CollgCr","Gd",1091,932,11367,898,"Gd",2002,2,255000
"694",5,1539,2,"BrkSide","TA",1067,0,6120,472,"TA",1936,1,141500
"1153",7,1820,2,"NAmes","TA",902,454,13700,918,"Gd",1965,1,201800
"476",6,1493,2,"CollgCr","TA",1493,994,13125,0,"Gd",1997,2,208900
"245",7,2110,2,"SawyerW","Gd",1222,695,8880,888,"Gd",1994,2,205000
"251",3,1306,0,"BrkSide","TA",1306,0,5350,0,"Fa",1940,1,76500
"1285",6,1328,2,"NWAmes","TA",1328,569,9790,0,"TA",1963,1,143000
"567",7,1535,2,"NridgHt","Gd",1535,2,10171,0,"Gd",2004,2,214000
"1060",3,894,3,"IDOTRR","Fa",894,0,18000,0,"TA",1935,1,81000
"181",6,1525,2,"Somerst","Gd",769,436,2117,756,"Gd",2000,2,177000
"1171",7,1250,2,"Somerst","Gd",625,0,4017,625,"Gd",2006,2,171900
"728",5,1776,3,"NAmes","TA",1776,0,11475,0,"TA",1958,2,110000
"492",6,1456,2,"Gilbert","Gd",728,0,15578,728,"TA",2006,2,172785
"1305",7,1368,2,"NridgHt","Gd",1368,0,6955,0,"Gd",2005,2,202500
"685",7,2090,2,"StoneBr","Gd",1190,828,5062,900,"Gd",1984,2,207500
"497",7,1820,1,"BrkSide","TA",1133,329,9120,687,"TA",1925,2,184000
"989",8,2392,3,"NoRidge","Gd",1407,1074,9452,985,"Gd",1997,2,348000
"749",4,1529,1,"Edwards","TA",1088,0,8405,441,"TA",1945,2,98000
"20",5,1339,1,"NAmes","TA",1339,504,7560,0,"TA",1958,1,139000
"831",7,1200,2,"Somerst","TA",520,0,3180,600,"Gd",2005,2,151000
"1181",10,4476,3,"NoRidge","Gd",2411,2096,15623,2065,"Ex",1996,3,745000
"1118",5,1040,1,"NAmes","TA",1040,369,7560,0,"TA",1959,1,133700
"1278",4,1128,2,"IDOTRR","TA",698,0,7500,430,"TA",1920,1,68400
"1155",5,1265,2,"NAmes","TA",1265,633,9350,0,"Gd",1965,2,179900
"1146",7,1564,1,"Crawfor","TA",860,275,12000,704,"Fa",1941,1,174500
"1359",5,2601,2,"SWISU","TA",990,0,9842,1611,"TA",1921,3,189000
"158",8,1968,3,"Timber","Gd",774,0,12003,1194,"Ex",2009,2,269500
"654",8,2113,3,"NoRidge","Gd",2113,1696,10437,0,"Gd",1995,2,350000
"406",6,1639,1,"SWISU","TA",1166,0,10480,0,"TA",1936,1,115000
"739",7,1728,2,"CollgCr","Gd",864,0,9313,864,"Gd",2004,2,190000
"908",5,902,2,"Mitchel","TA",902,301,8885,0,"TA",1983,1,131000
"880",5,1090,2,"Edwards","TA",1090,980,7024,0,"TA",2005,1,157000
"1431",4,968,1,"OldTown","TA",968,0,10800,0,"TA",1927,2,64500
"1241",7,1173,2,"NWAmes","TA",1173,885,10625,0,"Gd",1974,2,170000
"1194",6,1456,2,"Gilbert","TA",728,0,8029,728,"Gd",2005,2,176000
"632",7,1411,2,"NWAmes","TA",1411,822,11900,0,"TA",1977,2,82500
"526",5,928,1,"NAmes","TA",928,377,13300,0,"TA",1956,1,132000
"552",8,1717,3,"NridgHt","Gd",1717,0,11146,0,"Gd",2006,2,255500
"462",5,864,1,"Sawyer","TA",864,553,8281,0,"TA",1965,1,62383
"1048",4,930,1,"Edwards","TA",930,0,11100,0,"Gd",1946,1,84900
"513",6,1080,2,"Mitchel","TA",1080,336,9187,0,"TA",1983,1,134000
"638",5,796,0,"Edwards","TA",796,0,8777,0,"TA",1910,1,85000
"1422",6,2201,2,"Edwards","Gd",1575,0,19690,626,"Gd",1966,2,274970
"933",7,1500,2,"CollgCr","Gd",1500,20,8487,0,"Gd",2004,2,190000
"733",5,1144,1,"Sawyer","TA",1144,594,10000,0,"TA",1961,1,131400
"60",5,780,1,"CollgCr","TA",780,632,7200,0,"TA",1972,1,124900
"138",7,1959,3,"Mitchel","TA",1959,0,11070,0,"TA",1988,3,171000
"73",7,1718,2,"Gilbert","TA",885,0,10141,833,"TA",1998,2,185000
"1435",4,864,2,"NAmes","TA",864,616,9000,0,"TA",1971,1,120500
"1224",6,1138,1,"NAmes","TA",1138,507,10482,0,"TA",1958,1,145000
"1079",6,1258,2,"NWAmes","Gd",1258,656,11040,0,"Gd",1971,2,145000
"1179",7,2514,2,"Timber","TA",1298,1216,11170,1216,"TA",1990,2,250000
"574",5,1109,1,"NAmes","TA",576,349,10500,533,"TA",1971,1,139000
"579",5,1795,1,"OldTown","TA",1050,0,12150,745,"TA",1954,2,131500
"738",5,1200,0,"Edwards","TA",1200,1200,10800,0,"TA",1987,3,179000
"1277",8,2031,2,"CollgCr","Gd",1128,804,9473,903,"Gd",2002,2,237000
"572",7,1692,2,"Timber","TA",846,0,13159,846,"Gd",2009,2,224500
"1345",7,2156,2,"NWAmes","TA",2156,297,20781,0,"TA",1968,2,262500
"768",7,1836,2,"CollgCr","Gd",1836,24,9100,0,"Gd",2004,2,216837
"242",5,866,0,"OldTown","TA",866,329,3880,0,"Gd",1945,1,110500
"318",8,1959,3,"Somerst","Gd",1088,0,9000,871,"Gd",2006,2,270000
"358",5,1352,1,"ClearCr","TA",1352,300,6930,0,"Gd",1958,1,130000
"26",8,1600,3,"NridgHt","Gd",1600,0,14230,0,"Gd",2007,2,256300
"1352",8,3238,3,"NoRidge","Gd",2053,816,14720,1185,"Gd",1995,2,410000
"291",8,1919,2,"CollgCr","Gd",1079,0,15611,840,"Gd",2006,2,233230
"256",7,2291,2,"Gilbert","Gd",1005,0,8738,1286,"Gd",1999,2,230000
"1120",7,1552,3,"CollgCr","Gd",1552,24,10084,0,"Gd",2005,2,212900
"238",7,1744,2,"SawyerW","Gd",1014,402,9453,730,"Gd",1993,2,194500
"1101",5,1134,1,"NAmes","TA",1134,588,7000,0,"TA",1960,1,135000
"424",6,1196,1,"NAmes","TA",1196,616,9000,0,"TA",1956,1,139000
"1418",6,1844,2,"Crawfor","Gd",1844,1110,16381,0,"Gd",1969,2,223000
"1198",4,1382,2,"Sawyer","TA",1382,547,11235,0,"TA",1963,1,148000
"690",6,848,2,"CollgCr","Gd",848,697,4426,0,"Gd",2004,1,141000
"1042",7,2329,2,"SawyerW","TA",1532,1085,11839,797,"Gd",1990,2,262280
"333",7,1358,2,"NridgHt","Gd",1358,720,8198,0,"Gd",2004,2,207000
"202",6,1279,2,"Mitchel","TA",1279,641,10125,0,"TA",1977,2,171500
"525",7,1266,2,"Somerst","Gd",1266,0,7500,0,"Gd",2005,2,176000
"49",4,1452,0,"OldTown","TA",736,0,4456,716,"TA",1920,2,113000
"866",8,1646,3,"Timber","Gd",1646,0,10656,0,"Gd",2006,2,248900
"463",6,1660,1,"Crawfor","TA",849,326,11988,811,"TA",1934,1,188700
"1311",8,2810,2,"NoRidge","Gd",1453,482,9572,1357,"Gd",1990,2,302000
"209",7,2062,2,"SawyerW","Gd",1180,1065,14364,882,"TA",1988,2,277000
"1287",8,1659,2,"StoneBr","Gd",1659,1158,5664,0,"Ex",2000,2,278000
"253",6,1640,2,"SawyerW","Gd",798,0,8366,842,"Gd",2004,2,173000
"485",5,1113,1,"NAmes","Gd",1113,607,9600,0,"Gd",1950,1,147000
"1004",5,985,1,"CollgCr","Gd",985,595,8385,0,"TA",1977,2,149900
"1315",8,1630,3,"CollgCr","Gd",1630,0,10226,0,"Ex",2008,2,295493
"200",8,1713,3,"NridgHt","Gd",1713,1088,9591,0,"Ex",2004,2,274900
"852",7,1646,1,"Crawfor","TA",918,364,7128,728,"TA",1941,2,164000
"51",6,1470,2,"Gilbert","TA",794,182,13869,676,"TA",1997,2,177000
"196",6,1456,2,"NPkVill","TA",855,566,2280,601,"TA",1976,2,148500
"1253",7,1656,2,"Edwards","Gd",760,0,6931,896,"Gd",2003,2,165400
"958",7,1416,2,"Somerst","Gd",696,604,2572,720,"Gd",1999,2,155000
"170",8,1707,2,"Timber","Gd",1707,0,16669,0,"TA",1981,2,228000
"119",7,3222,3,"SawyerW","TA",1699,1470,12376,1523,"Gd",1990,3,320000
"1019",4,1132,2,"Edwards","TA",1132,1024,7024,0,"Gd",2005,1,176000
"9",7,1774,2,"OldTown","TA",1022,0,6120,752,"TA",1931,2,129900
"662",6,1392,2,"NAmes","TA",1392,0,13560,0,"TA",1968,1,110000
"863",5,1148,1,"NAmes","TA",1148,1148,7931,0,"TA",1959,1,132500
"301",5,1336,1,"Crawfor","TA",1336,841,15750,0,"TA",1953,1,157000
"18",4,1296,2,"Sawyer","TA",1296,0,10791,0,"TA",1967,2,90000
"874",5,1131,1,"OldTown","TA",676,0,5720,455,"TA",1941,1,66500
"1226",5,912,2,"NAmes","TA",912,595,8872,0,"Gd",1965,1,147000
"1437",6,1236,2,"OldTown","TA",1236,600,7407,0,"TA",1957,1,149700
"1024",5,882,2,"CollgCr","TA",882,138,7700,0,"TA",1972,1,112500
"428",7,1208,2,"CollgCr","Gd",1208,664,6762,0,"Gd",2007,2,195400
"848",6,2358,2,"ClearCr","TA",1307,0,45600,1051,"TA",1908,3,240000
"87",6,1560,2,"Gilbert","Gd",684,0,11911,876,"Gd",2005,2,174000
"704",7,1484,2,"CollgCr","Gd",1484,712,8400,0,"Gd",2004,2,213000
"1378",5,1394,2,"Timber","TA",754,0,9735,640,"Gd",2006,2,167500
"344",5,1112,1,"MeadowV","TA",536,129,2592,576,"TA",1976,1,85000
"701",7,1164,2,"NWAmes","TA",1164,0,9600,0,"TA",1969,1,140000
"1075",5,1466,2,"OldTown","TA",1096,626,10800,370,"Gd",1936,2,170000
"548",5,825,2,"OldTown","TA",825,180,8235,0,"TA",1955,1,125000
"628",5,2080,2,"NAmes","TA",1040,650,11606,1040,"Fa",1969,1,135000
"752",6,1494,2,"CollgCr","TA",1494,1200,9236,0,"Gd",1997,2,217000
"1281",5,1040,2,"CollgCr","TA",1040,532,8800,0,"Gd",1977,2,150500
"1055",7,1364,2,"NridgHt","Gd",1364,659,7052,0,"Gd",2005,2,185850
"1238",8,1484,2,"Timber","Gd",1484,428,9037,0,"Ex",2006,2,265900
"590",7,1582,2,"CollgCr","Gd",770,490,8320,812,"Gd",2004,2,185900
"1006",4,1092,1,"MeadowV","TA",546,273,2217,546,"TA",1970,1,88000
"309",4,861,2,"Edwards","TA",861,262,12342,0,"TA",1940,1,82500
"1206",6,1700,2,"CollgCr","Gd",1700,340,9135,0,"Gd",2003,2,200000
"1288",8,1970,3,"NridgHt","Gd",1120,0,11065,850,"Ex",2006,2,281000
"1428",6,1440,2,"NWAmes","Gd",1440,678,12546,0,"Gd",1981,2,182900
"1351",6,1176,2,"BrkSide","Gd",786,0,6000,390,"TA",1937,1,134900
"1336",4,693,0,"OldTown","TA",693,0,4118,0,"Fa",1941,1,52500
"791",6,1062,2,"Mitchel","TA",1062,539,11333,0,"TA",1976,1,146800
"825",10,2084,3,"NridgHt","Ex",2084,1636,14803,0,"Ex",2007,2,385000
"811",6,848,2,"CollgCr","Gd",848,662,4438,0,"Gd",2004,1,144500
"900",4,858,1,"NAmes","TA",858,322,7340,0,"TA",1971,1,110000
"17",6,1004,2,"NAmes","TA",1004,578,11241,0,"TA",1970,1,149000
"241",8,1566,2,"Somerst","Gd",1566,1078,9000,0,"Gd",2008,2,262500
"648",6,1839,2,"NAmes","TA",1051,0,7700,788,"TA",1966,1,155000
"1242",10,2076,3,"NridgHt","Ex",2076,1386,13891,0,"Ex",2006,2,465000
"112",7,1430,2,"Gilbert","TA",774,250,7750,656,"TA",2000,2,180000
"234",5,894,1,"CollgCr","TA",894,182,10650,0,"TA",1976,1,128200
"1263",6,1337,2,"NAmes","Gd",1337,266,4060,0,"Gd",1998,2,181000
"490",5,1304,1,"MeadowV","TA",616,0,2665,688,"TA",1976,1,115000
"171",5,1382,2,"OldTown","TA",854,360,12358,0,"TA",1941,1,128500
"1074",7,1740,1,"Crawfor","TA",960,410,13125,780,"TA",1940,1,219500
"787",7,2084,2,"SawyerW","Gd",956,656,10142,1128,"Gd",2004,2,233000
"573",7,1430,2,"Gilbert","TA",774,0,9967,656,"TA",2000,2,170000
"1049",7,1302,2,"Gilbert","Gd",1302,0,8993,0,"Gd",2007,2,176485
"1442",6,952,1,"BrkSide","TA",952,0,8854,0,"Fa",1916,1,121000
"205",5,1284,1,"OldTown","TA",720,312,3500,564,"TA",1947,1,110000
"745",8,2715,2,"NWAmes","Ex",1175,575,8963,1540,"Gd",1976,3,299800
"869",7,1949,2,"SawyerW","Gd",1062,750,9938,887,"Gd",1993,2,236000
"999",3,944,2,"Edwards","TA",944,0,10206,0,"Fa",1952,1,82000
"1436",8,1932,3,"NridgHt","Ex",1932,1336,12444,0,"Ex",2008,2,394617
"928",8,1788,2,"CollgCr","Gd",1788,0,11838,0,"Ex",2001,2,236500
"1",7,1710,2,"CollgCr","Gd",856,706,8450,854,"Gd",2003,2,208500
"430",6,987,1,"BrDale","TA",483,387,1680,504,"TA",1971,1,85400
"24",5,1060,2,"MeadowV","TA",1060,840,4224,0,"TA",1976,1,129900
"830",6,1392,2,"NAmes","TA",1392,1040,11900,0,"TA",1957,1,166000
"1152",6,816,1,"IDOTRR","Gd",816,538,5890,0,"TA",1930,1,120500
"252",8,1625,2,"Crawfor","Gd",1625,1573,4750,0,"Gd",2006,2,235000
"1256",5,864,0,"Edwards","TA",864,0,4060,0,"TA",1922,1,99900
"98",4,960,1,"Edwards","TA",960,520,10921,0,"TA",1965,1,94750
"842",6,1165,2,"NAmes","TA",1165,312,9020,0,"TA",1966,1,174900
"347",6,1478,2,"NAmes","TA",1478,1270,17600,0,"TA",1960,2,157500
"422",5,988,2,"Mitchel","TA",988,0,21750,0,"TA",1954,1,113000
"1102",6,1194,2,"NAmes","TA",1194,655,8910,0,"TA",1959,1,159500
"795",6,1564,2,"SawyerW","TA",888,0,8400,676,"TA",1980,2,171000
"1388",6,1218,2,"BrkSide","TA",869,375,6000,349,"TA",1941,1,131000
"1411",4,1040,2,"NAmes","TA",1040,0,7200,0,"TA",1949,2,90000
"1073",7,1240,3,"CollgCr","Gd",1240,0,8556,0,"Gd",2006,2,194000
"782",7,1430,2,"CollgCr","Gd",1430,0,16285,0,"Gd",2001,2,187100
"614",4,630,0,"MeadowV","TA",630,150,1491,0,"TA",1972,1,75500
"446",6,1888,2,"NAmes","Gd",1888,247,16492,0,"Gd",1966,2,190000
"1121",4,960,1,"Edwards","TA",960,0,8926,0,"TA",1956,1,112000
"250",6,2144,2,"ClearCr","Gd",1444,697,159000,700,"Gd",1958,2,277000
"29",5,1600,1,"NAmes","TA",1600,1277,16321,0,"TA",1957,1,207500
"1410",6,1668,1,"NAmes","TA",1112,120,9600,556,"TA",1950,1,140000
"624",6,1790,2,"NWAmes","TA",1012,247,10400,778,"TA",1972,1,165150
"538",5,1159,1,"Sawyer","TA",1159,673,11553,0,"TA",1968,1,158000
"735",7,1768,2,"OldTown","TA",880,390,10800,888,"TA",1914,1,163000
"1361",4,1738,1,"NAmes","TA",1281,0,12513,457,"TA",1920,2,104900
"417",6,2624,3,"Crawfor","TA",1370,1128,22420,1254,"TA",1918,2,239000
"798",9,3140,3,"NridgHt","Ex",1966,0,13518,1174,"Ex",2008,3,485000
"214",5,990,2,"CollgCr","TA",990,716,13568,0,"TA",1995,1,156000
"1185",3,1699,2,"OldTown","TA",1014,440,10615,685,"TA",1900,2,95000
"1420",6,1069,2,"NPkVill","TA",1069,360,4043,0,"TA",1977,2,127500
"767",6,1750,1,"Mitchel","TA",983,660,12508,767,"TA",1940,2,160000
"453",8,1590,2,"Somerst","Gd",786,0,9000,804,"Gd",2008,2,210000
"302",8,2452,2,"CollgCr","Gd",1210,281,16226,1242,"Gd",1998,2,267000
"849",6,1855,2,"Veenker","Gd",1094,0,9600,761,"TA",1976,2,187000
"472",6,1072,2,"Edwards","TA",1072,459,3675,0,"TA",2005,1,148000
"1430",6,958,2,"NPkVill","TA",958,958,4928,0,"TA",1976,2,143750
"1051",6,1977,2,"NAmes","TA",1127,442,9500,850,"TA",1964,1,165000
"867",4,1120,2,"Sawyer","TA",1120,932,6970,0,"Fa",1961,1,129000
"903",7,1670,3,"Gilbert","Gd",1670,0,14859,0,"Gd",2006,2,240000
"784",6,1484,0,"OldTown","TA",742,0,6300,742,"TA",1914,2,128000
"1195",7,1863,3,"Gilbert","Gd",879,0,14054,984,"Gd",2006,2,219210
"376",5,914,2,"CollgCr","Gd",914,298,8846,0,"TA",1996,1,148000
"50",5,955,1,"Sawyer","TA",955,763,7742,0,"TA",1966,1,127000
"545",7,2183,3,"NWAmes","Gd",1377,1002,13837,806,"Gd",1988,2,229000
"1027",5,1376,1,"NAmes","TA",968,368,9492,408,"TA",1941,1,105000
"1123",7,1482,2,"Gilbert","TA",812,0,9125,670,"Gd",1992,2,163900
"285",6,1575,2,"SawyerW","Gd",1575,430,8012,0,"Gd",1992,2,179200
"1017",7,1472,2,"Gilbert","Gd",802,0,10784,670,"Gd",1991,2,160000
"1312",9,2599,3,"NoRidge","Gd",1422,0,14774,1177,"Gd",1999,2,333168
"756",8,1768,2,"CollgCr","Gd",866,20,10769,902,"Gd",2007,2,212000
"942",4,1440,0,"Edwards","TA",1440,1440,7711,0,"TA",1977,2,150000
"922",6,1316,2,"Gilbert","Gd",1316,28,10237,0,"Gd",2005,2,169990
"484",5,999,1,"Sawyer","TA",999,588,7758,0,"Gd",1962,1,132500
"320",7,1472,2,"NWAmes","TA",1472,1036,14115,0,"TA",1980,2,187500
"625",6,1116,2,"NAmes","TA",1116,0,10000,0,"TA",1962,1,160000
"108",5,789,1,"OldTown","TA",789,104,6000,0,"TA",1948,1,115000
"639",8,1567,3,"Blmngtn","Gd",1567,1154,3982,0,"Ex",2006,2,264561
"369",5,1287,2,"NAmes","TA",1287,72,9830,0,"Gd",1959,1,162000
"615",6,1054,2,"NAmes","TA",1054,763,8800,0,"Gd",1963,1,137500
"1284",6,1412,1,"BrkSide","TA",825,0,6000,587,"TA",1939,1,132500
"386",5,1184,0,"Edwards","TA",658,0,8410,526,"TA",1910,1,81000
"678",8,2046,3,"StoneBr","Gd",2046,0,11844,0,"Gd",2008,2,372500
"1444",6,913,1,"Sawyer","TA",913,187,8400,0,"TA",1966,1,129000
"1125",7,1555,3,"Blmngtn","Gd",1555,0,3684,0,"Gd",2007,2,174000
"914",6,1224,2,"Somerst","Gd",612,294,3000,612,"Gd",2009,2,173733
"797",5,773,1,"NAmes","TA",773,570,7677,0,"TA",1953,1,110000
"1384",4,1154,1,"IDOTRR","TA",796,735,5436,358,"Gd",1922,1,125500
"1189",4,1622,4,"Mitchel","TA",1622,1159,32463,0,"TA",1961,1,168000
"857",6,1481,2,"Gilbert","TA",702,0,8125,779,"TA",1994,2,174000
"266",6,1422,2,"NWAmes","TA",1422,588,12090,0,"Gd",1981,2,175500
"1005",6,1657,2,"NAmes","TA",1657,1237,12155,0,"TA",1970,2,163500
"1176",6,1224,1,"OldTown","TA",818,468,3950,406,"TA",1926,1,115000
"4",7,1717,3,"Crawfor","TA",961,216,9550,756,"Gd",1915,1,140000
"540",9,1838,3,"Timber","Ex",1838,1260,14601,0,"Ex",2006,2,315000
"1322",4,708,0,"BrkSide","Fa",708,280,5330,0,"Fa",1940,1,82500
"311",6,1501,2,"Gilbert","TA",697,518,7685,804,"Gd",1993,2,165600
"213",7,1852,2,"Somerst","TA",932,822,8640,920,"Gd",2009,2,252678
"142",7,1734,2,"CollgCr","Gd",1734,1300,11645,0,"Gd",2005,2,260000
"1329",8,1588,3,"Somerst","Gd",1588,0,10000,0,"Gd",2006,2,227000
"712",8,1228,2,"StoneBr","Gd",1228,767,4671,0,"Gd",1988,2,189000
"769",8,3279,3,"StoneBr","Ex",1690,1416,53504,1589,"Ex",2003,3,538000
"427",4,907,1,"NAmes","TA",907,288,8593,0,"TA",1957,1,109008
"264",5,1316,2,"OldTown","TA",926,234,5500,0,"TA",1929,1,130000
"802",7,1456,2,"CollgCr","Gd",728,648,8199,728,"Gd",2005,2,189000
"1216",8,1314,2,"Somerst","Gd",1314,936,8640,0,"Gd",2009,2,229456
"1064",7,2260,2,"ClearCr","Gd",1306,1201,14000,954,"Gd",1996,2,328000
"195",5,864,1,"CollgCr","TA",864,390,7180,0,"TA",1972,1,127000
"976",7,1241,2,"Somerst","Gd",1241,1106,4274,0,"Gd",2006,1,199900
"871",6,1682,2,"CollgCr","TA",804,505,8750,878,"Gd",1998,2,200500
"950",5,965,1,"SawyerW","TA",965,641,7800,0,"TA",1965,1,119900
"1245",7,1553,2,"Somerst","Gd",756,0,8125,797,"Gd",2005,2,186500
"162",9,2668,3,"NridgHt","Gd",1572,1016,13688,1096,"Ex",2003,2,412500
"249",7,1668,2,"CollgCr","Gd",840,0,11317,828,"Gd",2003,2,180000
"1413",6,1848,2,"BrkSide","TA",1053,0,13053,795,"Gd",1923,1,207000
"1175",5,923,1,"Mitchel","TA",923,658,6951,0,"TA",1984,1,119500
"465",7,1414,2,"Blmngtn","Gd",1414,0,3072,0,"Gd",2004,2,178740
"853",6,1445,2,"NAmes","TA",1445,564,12095,0,"TA",1964,1,158000
"118",5,1125,2,"Edwards","TA",1125,0,8536,0,"TA",2006,1,155000
"556",5,1092,1,"NAmes","TA",1092,895,14850,0,"TA",1957,1,141000
"398",5,1077,1,"IDOTRR","TA",1077,0,8967,0,"TA",1920,1,67000
"703",5,1812,2,"OldTown","TA",1032,0,7630,780,"Gd",1900,2,140000
"167",5,1867,1,"ClearCr","Gd",1867,379,10708,0,"TA",1955,1,190000
"120",6,1456,2,"CollgCr","Gd",728,0,8461,728,"Gd",2005,2,163990
"502",5,1214,2,"Edwards","TA",1214,698,9170,0,"TA",1965,1,140000
"448",6,1376,1,"IDOTRR","TA",780,0,8600,596,"TA",1937,2,119500
"494",5,886,1,"OldTown","TA",886,0,5784,0,"TA",1938,1,91300
"254",6,1302,1,"NAmes","TA",1302,270,9350,0,"Gd",1964,2,158000
"977",4,894,2,"Edwards","TA",894,552,9450,0,"TA",1954,1,110000
"1113",5,833,1,"OldTown","TA",833,415,5400,0,"Gd",1954,1,117000
"635",6,3395,0,"SWISU","Fa",1440,256,10896,1440,"Fa",1914,2,200000
"984",5,1164,1,"Edwards","TA",1164,1040,10880,0,"TA",1950,1,125000
"1104",8,2622,2,"NoRidge","Gd",1500,1032,12256,1122,"Gd",1994,2,325000
"1249",7,2110,2,"NAmes","Gd",2110,1065,11160,0,"Ex",1968,2,244000
"629",6,1350,2,"NAmes","TA",1350,624,9020,0,"TA",1964,1,168500
"546",6,1635,2,"BrkSide","TA",915,300,8737,720,"TA",1923,1,210000
"829",7,1223,2,"Somerst","Gd",520,0,2544,623,"Gd",2005,2,147400
"54",9,1842,3,"Veenker","Gd",1842,1810,50271,0,"Gd",1981,0,385000
"906",8,1636,3,"Somerst","Gd",1636,63,13501,0,"Gd",2006,2,255000
"1059",8,1338,2,"StoneBr","Gd",1338,616,4920,0,"Gd",2001,2,213500
"1035",9,1620,3,"Timber","Gd",1620,1022,12898,0,"Ex",2007,2,315500
"1429",5,1838,2,"Gilbert","Gd",734,0,21930,1104,"TA",2005,2,192140
"845",5,1701,2,"Sawyer","TA",1701,1390,16647,0,"TA",1975,2,171000
"1086",8,1953,3,"Somerst","Gd",1082,0,10574,871,"Gd",2005,2,252000
"637",5,1387,1,"OldTown","TA",811,0,6000,576,"Gd",1954,2,93000
"8",7,2090,2,"NWAmes","TA",1107,859,10382,983,"TA",1973,2,200000
"558",7,1446,2,"Gilbert","TA",729,604,21872,717,"TA",1996,2,175000
"1279",7,1573,2,"CollgCr","Gd",1573,788,9808,0,"Gd",2002,2,227000
"57",8,1739,2,"Somerst","Gd",983,649,2645,756,"Gd",1999,2,172500
"743",5,1464,2,"Sawyer","TA",1464,444,12886,0,"TA",1963,2,175000
"660",7,1935,2,"NWAmes","TA",1142,0,12384,793,"TA",1976,2,197900
"199",6,2229,0,"OldTown","TA",929,0,5520,929,"TA",1912,1,104000
"659",5,1486,2,"Edwards","TA",1486,637,9937,0,"TA",1964,1,167000
"449",3,1183,1,"OldTown","TA",679,331,6000,504,"TA",1948,1,120000
"535",5,1347,0,"Edwards","TA",820,969,7000,527,"TA",1910,1,107500
"609",4,1029,1,"Sawyer","TA",1029,903,7943,0,"TA",1961,1,118500
"1375",6,790,1,"SWISU","TA",790,384,6292,0,"TA",1930,1,91000
"528",4,605,0,"Edwards","TA",605,348,9098,0,"TA",1920,1,86000
"646",5,1048,2,"NAmes","TA",1048,0,7200,0,"TA",1950,1,98300
"1142",5,1006,0,"Sawyer","TA",1006,288,9000,0,"TA",1959,1,80000
"658",6,1458,1,"NAmes","TA",912,0,17503,546,"TA",1948,1,97500
"544",7,1496,2,"Gilbert","Gd",664,554,17104,832,"Gd",2006,2,179665
"992",6,1500,2,"CollgCr","TA",750,0,8846,750,"Gd",2005,2,173900
"971",6,918,1,"SawyerW","TA",918,0,7892,0,"TA",1979,2,99500
"1292",7,1664,2,"NWAmes","TA",832,194,10140,832,"TA",1976,2,162900
"589",5,935,1,"BrkSide","TA",779,0,9100,0,"TA",1930,1,79500
"834",5,1144,2,"NAmes","TA",1144,572,7875,0,"TA",1961,1,139950
"1026",8,1646,3,"Timber","Gd",1646,1513,9520,0,"Gd",2007,2,293077
